epoch,step,train_bond_loss_x1,train_direction_loss_x4,train_feature_loss_x1,train_feature_loss_x4,train_loss,train_loss_x1,train_loss_x4,train_pos_loss_x1,train_pos_loss_x4
1,149,0.27571988105773926,0.47638869285583496,1.3767579793930054,0.0004451915738172829,2.8729190826416016,1.8044168949127197,1.0685021877288818,0.15193909406661987,0.5916683673858643
