epoch,step,train_bond_loss_x1,train_direction_loss_x4,train_feature_loss_x1,train_feature_loss_x4,train_loss,train_loss_x1,train_loss_x4,train_pos_loss_x1,train_pos_loss_x4
0,49,0.2766052484512329,0.5243344902992249,1.3226648569107056,0.0007626601727679372,2.964359760284424,1.775308609008789,1.1890511512756348,0.17603850364685059,0.6639540195465088
1,99,0.2684791088104248,0.4779110252857208,0.7968126535415649,0.0008939776453189552,3.066803455352783,1.7247614860534668,1.342042088508606,0.6594696640968323,0.8632371425628662
