epoch,step,train_bond_loss_x1,train_direction_loss_x4,train_feature_loss_x1,train_feature_loss_x4,train_loss,train_loss_x1,train_loss_x4,train_pos_loss_x1,train_pos_loss_x4
116,4899,0.19467845559120178,0.18486154079437256,0.8524860143661499,2.6609309315972496e-06,1.5019742250442505,1.243004322052002,0.25896990299224854,0.19583992660045624,0.07410571724176407
117,4949,0.17326639592647552,0.22943252325057983,0.6998041272163391,2.0016632333863527e-06,1.460756540298462,1.1614038944244385,0.29935264587402344,0.28833332657814026,0.06991812586784363
119,4999,0.11945044249296188,0.2317352443933487,0.4537428617477417,2.3409152163367253e-06,1.3492217063903809,0.9480327367782593,0.4011889100074768,0.3748393952846527,0.16945132613182068
120,5049,0.12875528633594513,0.1434585601091385,0.6497943997383118,2.2064866698201513e-06,1.254232406616211,0.8775549530982971,0.3766775131225586,0.09900529682636261,0.23321673274040222
121,5099,0.15377315878868103,0.13430863618850708,0.7704434990882874,2.8975487111893017e-06,1.4295248985290527,1.1089186668395996,0.32060617208480835,0.1847020536661148,0.18629464507102966
122,5149,0.19162604212760925,0.16880428791046143,0.8746218085289001,2.2071449166105594e-06,1.4579241275787354,1.1449247598648071,0.3129993677139282,0.07867688685655594,0.1441928595304489
123,5199,0.07610493153333664,0.0850946307182312,0.29916927218437195,4.3470740820339415e-06,0.7814168930053711,0.5943438410758972,0.18707305192947388,0.21906964480876923,0.10197408497333527
124,5249,0.09903440624475479,0.0866314247250557,0.44451022148132324,2.3582267658639466e-06,0.9638433456420898,0.7160415053367615,0.24780184030532837,0.17249685525894165,0.16116805374622345
126,5299,0.051246851682662964,0.0860513374209404,0.25384992361068726,3.281434374002856e-06,0.582629919052124,0.4008095860481262,0.1818203628063202,0.095712810754776,0.09576573967933655
127,5349,0.07703856378793716,0.06247812137007713,0.2261025309562683,1.5625963669663179e-06,0.7054585814476013,0.5810688138008118,0.12438978254795074,0.2779276669025421,0.061910104006528854
128,5399,0.11122754961252213,0.24739611148834229,0.4498211443424225,1.975056193259661e-06,1.1299147605895996,0.7252178192138672,0.40469688177108765,0.1641690880060196,0.15729878842830658
129,5449,0.16018767654895782,0.0918155089020729,0.7407179474830627,1.7648344510234892e-06,1.398336410522461,1.1141414642333984,0.2841948866844177,0.2132357805967331,0.19237761199474335
130,5499,0.11919836699962616,0.05584209784865379,0.5537696480751038,1.7201627997565083e-06,0.9616576433181763,0.8568249940872192,0.10483263432979584,0.18385694921016693,0.048988811671733856
132,5549,0.09041296690702438,0.11306934803724289,0.2740269899368286,1.1270843742750003e-06,0.8322552442550659,0.5522415041923523,0.28001371026039124,0.1878015547990799,0.1669432371854782
133,5599,0.10290387272834778,0.12882982194423676,0.394182950258255,2.2887381874170387e-06,1.0636470317840576,0.7866125106811523,0.2770344614982605,0.28952571749687195,0.1482023298740387
134,5649,0.07897455245256424,0.13504494726657867,0.3323650062084198,1.3011796227146988e-06,0.8375916481018066,0.6034261584281921,0.2341654747724533,0.1920865923166275,0.09911922365427017
135,5699,0.07564684003591537,0.24140602350234985,0.2756393849849701,1.2742285662170616e-06,1.0318330526351929,0.5832634568214417,0.4485695958137512,0.23197728395462036,0.2071622908115387
136,5749,0.09771649539470673,0.08983688801527023,0.42269617319107056,1.5105759985090117e-06,0.817035973072052,0.6568873524665833,0.16014863550662994,0.13647465407848358,0.07031023502349854
138,5799,0.10209730267524719,0.08599201589822769,0.5030534267425537,1.1165798241563607e-06,1.0258729457855225,0.845239520072937,0.18063342571258545,0.24008877575397491,0.09464028477668762
139,5849,0.1435442417860031,0.18090477585792542,0.6433952450752258,9.902811370920972e-07,1.3659980297088623,1.0594003200531006,0.3065977096557617,0.2724608778953552,0.1256919503211975
140,5899,0.15110188722610474,0.14561782777309418,0.6707586050033569,1.1980383760601399e-06,1.3588552474975586,1.1053953170776367,0.2534599006175995,0.2835347354412079,0.10784086585044861
141,5949,0.13375279307365417,0.149619460105896,0.7354365587234497,7.495898444176419e-07,1.3539401292800903,1.1353996992111206,0.21854040026664734,0.26621031761169434,0.06892019510269165
142,5999,0.10724613070487976,0.08274847269058228,0.4758245050907135,1.8355009387960308e-06,1.0874953269958496,0.886077880859375,0.20141750574111938,0.3030072748661041,0.11866720020771027
144,6049,0.1023818776011467,0.0376262441277504,0.4514209032058716,7.662258099117025e-07,1.1074225902557373,0.933215320110321,0.17420727014541626,0.37941256165504456,0.13658025860786438
145,6099,0.14767767488956451,0.17760072648525238,0.5184544920921326,7.848884138184076e-07,1.154288649559021,0.8305209875106812,0.32376763224601746,0.16438886523246765,0.1461661159992218
146,6149,0.12487471103668213,0.2176937460899353,0.5178704857826233,9.157519116342883e-07,1.1713367700576782,0.8124611377716064,0.3588756322860718,0.16971591114997864,0.14118099212646484
147,6199,0.09969871491193771,0.09305373579263687,0.4843369126319885,1.4346967418532586e-06,1.0145080089569092,0.8063584566116333,0.20814961194992065,0.22232283651828766,0.11509443074464798
148,6249,0.1691717952489853,0.17406581342220306,0.7536560893058777,8.726897817723511e-07,1.563847541809082,1.1535791158676147,0.4102684259414673,0.23075129091739655,0.23620174825191498
149,6299,0.1754029095172882,0.12083616852760315,0.8110390901565552,6.866954436191008e-07,1.3648627996444702,1.1847954988479614,0.18006734549999237,0.19835351407527924,0.059230491518974304
151,6349,0.07216082513332367,0.1398029327392578,0.2789436876773834,6.662684199909563e-07,0.8384032845497131,0.6284388303756714,0.20996445417404175,0.2773343324661255,0.0701608657836914
152,6399,0.12961949408054352,0.15112844109535217,0.5679169297218323,7.135538453439949e-07,1.3320510387420654,0.9890998601913452,0.342951238155365,0.291563481092453,0.1918220818042755
153,6449,0.13489331305027008,0.16796375811100006,0.5846049189567566,1.3673175089934375e-06,1.1255313158035278,0.8204619288444519,0.3050694167613983,0.10096373409032822,0.13710428774356842
154,6499,0.06021310016512871,0.14455461502075195,0.35641130805015564,8.747525157559721e-07,0.9144797325134277,0.6126016974449158,0.30187806487083435,0.1959773153066635,0.15732257068157196
155,6549,0.12602399289608002,0.08419076353311539,0.5333261489868164,7.497004048673261e-07,1.062971591949463,0.8456263542175293,0.2173452079296112,0.18627619743347168,0.13315369188785553
157,6599,0.09922904521226883,0.08159100264310837,0.3924029767513275,8.355336831300519e-07,0.9307505488395691,0.7949447631835938,0.13580577075481415,0.303312748670578,0.054213933646678925
158,6649,0.10404090583324432,0.09419035166501999,0.4095233082771301,7.074694394759717e-07,0.9524555206298828,0.707271158695221,0.24518436193466187,0.19370689988136292,0.15099330246448517
159,6699,0.11337175220251083,0.08861581236124039,0.5964257717132568,7.406277973132092e-07,1.1411787271499634,0.980737566947937,0.16044116020202637,0.27094006538391113,0.07182461768388748
160,6749,0.18671783804893494,0.14935527741909027,0.9769604206085205,4.06906536909446e-07,1.7742503881454468,1.5021836757659912,0.27206671237945557,0.33850541710853577,0.12271104007959366
161,6799,0.09923384338617325,0.09215663373470306,0.4634456932544708,5.810214247503609e-07,0.9217382669448853,0.7704638242721558,0.15127445757389069,0.2077842503786087,0.05911724641919136
163,6849,0.1368030458688736,0.08919315040111542,0.6814821362495422,7.143429456846206e-07,1.270750641822815,1.0018092393875122,0.26894140243530273,0.1835239976644516,0.17974753677845
164,6899,0.07573532313108444,0.13863930106163025,0.3835177719593048,9.261155469175719e-07,0.9872209429740906,0.6436961889266968,0.3435247540473938,0.18444310128688812,0.20488452911376953
165,6949,0.1852869987487793,0.24091972410678864,0.8706917762756348,6.083550943003502e-07,1.8900973796844482,1.414659023284912,0.4754384160041809,0.35868018865585327,0.23451809585094452
166,6999,0.15602125227451324,0.14632362127304077,0.7448509931564331,5.530136490961013e-07,1.405439019203186,1.1623910665512085,0.24304796755313873,0.26151877641677856,0.09672379493713379
167,7049,0.013851461000740528,0.06986257433891296,0.06177334859967232,4.735639436148631e-07,0.31260913610458374,0.1865653246641159,0.12604381144046783,0.11094051599502563,0.05618076026439667
169,7099,0.00873473472893238,0.10531601309776306,0.020248088985681534,9.646856824474526e-07,0.3547496199607849,0.1465446949005127,0.2082049399614334,0.11756186932325363,0.10288796573877335
170,7149,0.16309233009815216,0.08232022076845169,0.7708483338356018,4.010833833945071e-07,1.3486837148666382,1.1335697174072266,0.21511396765708923,0.199629008769989,0.1327933520078659
171,7199,0.08506651967763901,0.21231086552143097,0.49232587218284607,1.7519915900265914e-06,1.5393770933151245,0.9667872786521912,0.5725898146629333,0.38939493894577026,0.3602772057056427
172,7249,0.14837931096553802,0.11121977120637894,0.7330480217933655,3.083179080931586e-07,1.3310940265655518,1.0771760940551758,0.25391799211502075,0.1957487314939499,0.14269790053367615
173,7299,0.11253593862056732,0.06111663579940796,0.4698600471019745,8.388583978558017e-07,0.8776041269302368,0.7439612150192261,0.13364288210868835,0.16156521439552307,0.07252541184425354
174,7349,0.13714298605918884,0.23496708273887634,0.614159345626831,9.86191253105062e-07,1.2111024856567383,0.8444044589996338,0.3666980564594269,0.09310217946767807,0.13172999024391174
176,7399,0.07918403297662735,0.13327938318252563,0.30108189582824707,5.210778226683033e-07,0.8206807374954224,0.5276969075202942,0.2929838299751282,0.14743097126483917,0.15970394015312195
177,7449,0.15116675198078156,0.15280058979988098,0.6788356304168701,3.5397701481088006e-07,1.1965869665145874,0.9552702903747559,0.24131664633750916,0.1252679079771042,0.08851570636034012
178,7499,0.10184884816408157,0.11995270848274231,0.4374540448188782,4.844206387133454e-07,0.8769991993904114,0.6553962230682373,0.22160297632217407,0.11609331518411636,0.10164977610111237
179,7549,0.12201975286006927,0.05138513445854187,0.6901738047599792,7.895433213889191e-07,1.2314485311508179,1.109164834022522,0.12228371948003769,0.29697126150131226,0.07089779525995255
180,7599,0.10159413516521454,0.15617802739143372,0.4713292419910431,4.0645693388796644e-07,1.0584595203399658,0.8214964866638184,0.23696306347846985,0.24857307970523834,0.0807846337556839
182,7649,0.05834750458598137,0.10440601408481598,0.2185448557138443,3.7296766208783083e-07,0.6748965978622437,0.5160322785377502,0.15886428952217102,0.2391398847103119,0.0544578954577446
183,7699,0.09967996925115585,0.12672215700149536,0.4586433172225952,4.919351681564876e-07,1.0388946533203125,0.7721989750862122,0.26669567823410034,0.21387571096420288,0.13997304439544678
184,7749,0.08607206493616104,0.12020781636238098,0.3908936381340027,7.339759235946985e-07,1.151570439338684,0.8020740747451782,0.34949636459350586,0.3251083791255951,0.22928780317306519
185,7799,0.1230013370513916,0.08894216269254684,0.7269523739814758,4.3657772152982943e-07,1.3312530517578125,1.1085256338119507,0.2227274477481842,0.25857189297676086,0.13378484547138214
186,7849,0.1258821338415146,0.14119794964790344,0.5460572242736816,3.054074966257758e-07,1.3572032451629639,1.0135390758514404,0.3436642289161682,0.3415997326374054,0.2024659812450409
188,7899,0.13362911343574524,0.0718323290348053,0.5727540254592896,2.398632261702005e-07,0.9231703281402588,0.795657753944397,0.127512589097023,0.08927466720342636,0.05568002164363861
189,7949,0.09816247969865799,0.07540517300367355,0.45056861639022827,3.5616062632470857e-07,0.9183754920959473,0.7654924392700195,0.15288305282592773,0.21676135063171387,0.07747751474380493
190,7999,0.11965647339820862,0.21202558279037476,0.5599176287651062,2.0114273411309114e-06,1.4278950691223145,0.8975210189819336,0.5303740501403809,0.2179468721151352,0.31834644079208374
191,8049,0.164158895611763,0.1474493145942688,0.7573332786560059,3.2943256655926234e-07,1.3906056880950928,1.0517979860305786,0.3388076722621918,0.13030575215816498,0.1913580298423767
192,8099,0.0873279720544815,0.2412140965461731,0.3385380804538727,3.8773586652496306e-07,0.9454843401908875,0.5150813460350037,0.4304029941558838,0.08921532332897186,0.18918849527835846
194,8149,0.19014644622802734,0.16619519889354706,0.8690893054008484,3.0625213298662857e-07,1.7118394374847412,1.3870415687561035,0.3247978985309601,0.32780584692955017,0.15860238671302795
195,8199,0.17779819667339325,0.14596326649188995,0.8319097757339478,3.8237692479015095e-07,1.5317997932434082,1.2835272550582886,0.24827247858047485,0.27381935715675354,0.10230883955955505
196,8249,0.09134852141141891,0.07839081436395645,0.4865321218967438,2.0264901934297086e-07,0.9164174199104309,0.7786200046539307,0.13779741525650024,0.20073933899402618,0.059406399726867676
197,8299,0.11101943999528885,0.1624986082315445,0.47546976804733276,3.5377030371819274e-07,1.2261708974838257,0.7856422662734985,0.44052863121032715,0.1991530805826187,0.2780296802520752
198,8349,0.09598539024591446,0.07015497237443924,0.42176738381385803,8.285644526040414e-07,0.8560140132904053,0.6984652280807495,0.15754875540733337,0.18071241676807404,0.08739294856786728
199,8399,0.17755384743213654,0.12775665521621704,0.8542702198028564,1.8599007489683572e-07,1.6753191947937012,1.3664714097976685,0.3088477849960327,0.3346472978591919,0.18109096586704254
201,8449,0.19531506299972534,0.24237853288650513,0.8375889658927917,1.1370406127753085e-06,1.7505931854248047,1.2627153396606445,0.48787781596183777,0.22981137037277222,0.2454981505870819
202,8499,0.13670660555362701,0.07164086401462555,0.5158571600914001,1.654794772321111e-07,1.0085450410842896,0.8872808218002319,0.12126423418521881,0.23471708595752716,0.04962320998311043
203,8549,0.11982817202806473,0.11510922014713287,0.5339370369911194,9.56884605329833e-07,1.1933988332748413,0.9057382941246033,0.28766053915023804,0.25197309255599976,0.17255036532878876
204,8599,0.08451627939939499,0.20324885845184326,0.4716172218322754,6.153851472845417e-07,1.2457647323608398,0.8755004405975342,0.37026432156562805,0.3193669617176056,0.16701485216617584
205,8649,0.13462717831134796,0.06419019401073456,0.5607045292854309,2.3616857447450457e-07,0.9494796395301819,0.812610924243927,0.1368687003850937,0.11727922409772873,0.07267826795578003
207,8699,0.12177355587482452,0.06764678657054901,0.6513950824737549,3.770550449644361e-07,1.0140677690505981,0.8866724371910095,0.12739528715610504,0.1135038360953331,0.05974812060594559
208,8749,0.10027124732732773,0.08707208931446075,0.42652738094329834,2.1130760785581515e-07,0.8894245624542236,0.6726893186569214,0.21673521399497986,0.1458907425403595,0.1296629160642624
209,8799,0.09600016474723816,0.13144664466381073,0.4647429883480072,2.846054485416971e-07,1.078224778175354,0.8350142240524292,0.2432105541229248,0.27427107095718384,0.11176362633705139
210,8849,0.11110705137252808,0.22219058871269226,0.530424177646637,1.2622192002709198e-07,1.4954643249511719,0.8682642579078674,0.6272000074386597,0.22673305869102478,0.40500932931900024
211,8899,0.2082141935825348,0.1587529480457306,0.9439032077789307,6.333546025416581e-07,1.6833713054656982,1.3245129585266113,0.3588583171367645,0.17239560186862946,0.2001047283411026
213,8949,0.18405112624168396,0.08708952367305756,0.862028181552887,1.4266663583839545e-07,1.4158778190612793,1.257070541381836,0.15880721807479858,0.21099120378494263,0.07171755284070969
214,8999,0.13154326379299164,0.11324305087327957,0.596705973148346,5.488058718583488e-07,1.1574430465698242,0.9589009881019592,0.198542058467865,0.23065173625946045,0.08529846370220184
215,9049,0.11272020637989044,0.13839377462863922,0.507093071937561,3.6574641626430093e-07,1.1033656597137451,0.8408610820770264,0.26250460743904114,0.2210478037595749,0.12411046773195267
216,9099,0.06662540137767792,0.025255849584937096,0.26316195726394653,1.2939186433413852e-07,0.7559236288070679,0.6029950380325317,0.15292860567569733,0.2732076644897461,0.12767262756824493
217,9149,0.12996475398540497,0.19106781482696533,0.6229971647262573,1.5589115776037943e-07,1.3333441019058228,1.069946527481079,0.26339754462242126,0.3169846832752228,0.0723295733332634
219,9199,0.10788623988628387,0.06404372304677963,0.3929080665111542,3.306181497464422e-07,0.7720001935958862,0.6295214891433716,0.14247868955135345,0.12872718274593353,0.07843463867902756
220,9249,0.11420369148254395,0.15284164249897003,0.5854020714759827,2.44224736434262e-07,1.1349239349365234,0.8031695485115051,0.3317543864250183,0.10356378555297852,0.17891250550746918
